numbers,bonus_ball,date
"5,13,28,32,35,48",20,2007-06-17
"4,27,30,33,39,44",18,2007-06-23
"12,21,37,40,41,49",15,2007-06-23
"14,20,30,41,43,46",28,2007-06-29
"12,22,28,29,37,43",21,2007-06-29
"15,27,30,31,34,43",21,2007-07-05
"1,8,12,20,30,40",6,2007-07-05
"4,24,34,40,43,45",18,2007-07-11
"5,13,18,27,28,39",6,2007-07-11
"8,19,30,35,39,47",9,2007-07-17
"5,13,28,32,35,48",20,2007-07-17
"4,27,30,33,39,44",18,2007-07-23
"12,21,37,40,41,49",15,2007-07-23
"14,20,30,41,43,46",28,2007-07-29
"12,22,28,29,37,43",21,2007-07-29
"13,34,39,40,44,45",33,2007-08-04
"5,17,18,36,45,48",16,2007-08-04
"17,31,41,42,46,48",24,2007-08-10
"8,18,26,37,38,42",13,2007-08-10
"18,21,40,43,44,47",29,2007-08-16
"10,19,23,27,35,47",17,2007-08-16
"10,12,37,38,44,46",14,2007-08-22
"10,18,20,22,27,46",15,2007-08-22
"3,4,21,31,36,44",12,2007-08-28
"1,5,20,30,35,47",12,2007-08-28
"13,34,39,40,44,45",33,2007-09-03
"5,17,18,36,45,48",16,2007-09-03
"17,31,41,42,46,48",24,2007-09-09
"8,18,26,37,38,42",13,2007-09-09
"18,21,40,43,44,47",29,2007-09-15
"10,19,23,27,35,47",17,2007-09-15
"10,12,37,38,44,46",14,2007-09-21
"10,18,20,22,27,46",15,2007-09-21
"3,4,21,31,36,44",12,2007-09-27
"1,5,20,30,35,47",12,2007-09-27
"2,12,16,25,37,43",10,2007-10-03
"2,7,30,35,44,48",29,2007-10-03
"9,27,29,34,44,48",23,2007-10-09
"2,8,13,30,37,45",6,2007-10-09
"5,11,25,34,44,46",24,2007-10-15
"1,19,20,22,24,43",14,2007-10-15
"7,17,27,39,42,47",13,2007-10-21
"2,10,16,18,20,48",7,2007-10-21
"2,7,10,15,28,38",6,2007-10-27
"2,6,23,32,37,41",14,2007-10-27
"2,12,16,25,37,43",10,2007-11-02
"2,7,30,35,44,48",29,2007-11-02
"9,27,29,34,44,48",23,2007-11-08
"2,8,13,30,37,45",6,2007-11-08
"5,11,25,34,44,46",24,2007-11-14
"1,19,20,22,24,43",14,2007-11-14
"7,17,27,39,42,47",13,2007-11-20
"2,10,16,18,20,48",7,2007-11-20
"2,7,10,15,28,38",6,2007-11-26
"2,6,23,32,37,41",14,2007-11-26
"1,4,7,25,36,37",2,2007-12-02
"2,8,22,27,34,44",7,2007-12-02
"10,27,30,34,39,48",16,2007-12-08
"23,34,39,41,47,49",32,2007-12-08
"1,15,36,40,42,46",4,2007-12-14
"10,15,22,29,39,41",14,2007-12-14
"13,19,31,37,47,48",15,2007-12-20
"6,8,11,19,36,49",10,2007-12-20
"9,23,35,38,39,41",20,2007-12-26
"5,9,13,20,30,36",10,2007-12-26
"1,4,7,25,36,37",2,2008-01-01
"2,8,22,27,34,44",7,2008-01-01
"10,27,30,34,39,48",16,2008-01-07
"23,34,39,41,47,49",32,2008-01-07
"1,15,36,40,42,46",4,2008-01-13
"10,15,22,29,39,41",14,2008-01-13
"13,19,31,37,47,48",15,2008-01-19
"6,8,11,19,36,49",10,2008-01-19
"9,23,35,38,39,41",20,2008-01-25
"5,9,13,20,30,36",10,2008-01-25
"9,13,16,28,39,43",12,2008-01-31
"9,14,26,31,37,43",23,2008-01-31
"1,22,27,36,37,45",5,2008-02-06
"3,11,17,20,36,42",9,2008-02-06
"10,15,16,18,33,48",14,2008-02-12
"1,17,37,38,46,48",34,2008-02-12
"4,27,36,38,41,46",7,2008-02-18
"9,25,26,29,30,46",18,2008-02-18
"3,25,27,31,40,44",22,2008-02-24
"2,13,25,33,42,49",3,2008-02-24
"9,13,16,28,39,43",12,2008-03-01
"9,14,26,31,37,43",23,2008-03-01
"1,22,27,36,37,45",5,2008-03-07
"3,11,17,20,36,42",9,2008-03-07
"10,15,16,18,33,48",14,2008-03-13
"1,17,37,38,46,48",34,2008-03-13
"4,27,36,38,41,46",7,2008-03-19
"9,25,26,29,30,46",18,2008-03-19
"3,25,27,31,40,44",22,2008-03-25
"2,13,25,33,42,49",3,2008-03-25
"2,9,15,25,47,48",4,2008-03-31
"9,13,19,29,32,40",10,2008-03-31
"10,20,26,30,39,46",17,2008-04-06
"8,16,18,25,37,45",14,2008-04-06
"4,13,14,21,26,49",9,2008-04-12
"12,19,36,41,44,47",16,2008-04-12
"4,25,26,27,40,42",7,2008-04-18
"1,14,19,28,41,44",8,2008-04-18
"4,15,18,26,38,45",6,2008-04-24
"3,13,24,40,46,48",8,2008-04-24
"2,9,15,25,47,48",4,2008-04-30
"9,13,19,29,32,40",10,2008-04-30
"10,20,26,30,39,46",17,2008-05-06
"8,16,18,25,37,45",14,2008-05-06
"4,13,14,21,26,49",9,2008-05-12
"12,19,36,41,44,47",16,2008-05-12
"4,25,26,27,40,42",7,2008-05-18
"1,14,19,28,41,44",8,2008-05-18
"4,15,18,26,38,45",6,2008-05-24
"3,13,24,40,46,48",8,2008-05-24
"14,17,41,44,48,49",15,2008-05-30
"1,2,33,35,45,47",6,2008-05-30
"4,20,25,34,43,46",6,2008-06-05
"9,12,24,25,35,48",23,2008-06-05
"3,5,22,37,41,46",18,2008-06-11
"23,36,38,43,44,48",27,2008-06-11
"3,13,22,36,43,47",10,2008-06-17
"7,12,37,39,47,48",10,2008-06-17
"9,21,24,25,27,42",18,2008-06-23
"9,18,26,27,43,45",15,2008-06-23
"14,17,41,44,48,49",15,2008-06-29
"1,2,33,35,45,47",6,2008-06-29
"4,20,25,34,43,46",6,2008-07-05
"9,12,24,25,35,48",23,2008-07-05
"3,5,22,37,41,46",18,2008-07-11
"23,36,38,43,44,48",27,2008-07-11
"3,13,22,36,43,47",10,2008-07-17
"7,12,37,39,47,48",10,2008-07-17
"9,21,24,25,27,42",18,2008-07-23
"9,18,26,27,43,45",15,2008-07-23
"9,14,22,39,40,47",20,2008-07-29
"2,5,31,32,39,47",29,2008-07-29
"5,6,25,26,27,38",14,2008-08-04
"5,15,16,19,44,49",10,2008-08-04
"12,23,27,28,46,49",26,2008-08-10
"2,25,33,35,46,47",7,2008-08-10
"6,15,25,26,37,41",14,2008-08-16
"7,24,31,33,35,43",29,2008-08-16
"6,17,22,25,26,40",11,2008-08-22
"1,17,21,23,25,37",7,2008-08-22
"9,14,22,39,40,47",20,2008-08-28
"2,5,31,32,39,47",29,2008-08-28
"5,6,25,26,27,38",14,2008-09-03
"5,15,16,19,44,49",10,2008-09-03
"12,23,27,28,46,49",26,2008-09-09
"2,25,33,35,46,47",7,2008-09-09
"6,15,25,26,37,41",14,2008-09-15
"7,24,31,33,35,43",29,2008-09-15
"6,17,22,25,26,40",11,2008-09-21
"1,17,21,23,25,37",7,2008-09-21
"2,7,18,27,40,42",5,2008-09-27
"5,12,28,29,31,47",21,2008-09-27
"19,21,25,27,28,38",22,2008-10-03
"4,14,26,29,39,42",7,2008-10-03
"10,27,33,37,40,49",16,2008-10-09
"2,20,21,38,41,47",7,2008-10-09
"2,19,22,29,32,39",9,2008-10-15
"15,32,36,37,40,47",20,2008-10-15
"12,24,27,35,39,40",19,2008-10-21
"5,36,40,45,48,49",7,2008-10-21
"2,7,18,27,40,42",5,2008-10-27
"5,12,28,29,31,47",21,2008-10-27
"19,21,25,27,28,38",22,2008-11-02
"4,14,26,29,39,42",7,2008-11-02
"10,27,33,37,40,49",16,2008-11-08
"2,20,21,38,41,47",7,2008-11-08
"2,19,22,29,32,39",9,2008-11-14
"15,32,36,37,40,47",20,2008-11-14
"12,24,27,35,39,40",19,2008-11-20
"5,36,40,45,48,49",7,2008-11-20
"2,6,31,36,41,48",21,2008-11-26
"3,14,30,31,39,47",4,2008-11-26
"3,15,21,26,30,41",13,2008-12-02
"1,10,25,30,42,47",15,2008-12-02
"1,2,20,33,35,37",16,2008-12-08
"10,27,29,39,43,49",12,2008-12-08
"9,38,40,43,45,47",23,2008-12-14
"4,12,26,27,35,38",25,2008-12-14
"16,26,38,41,42,43",17,2008-12-20
"15,31,34,41,44,46",18,2008-12-20
"2,6,31,36,41,48",21,2008-12-26
"3,14,30,31,39,47",4,2008-12-26
"3,15,21,26,30,41",13,2009-01-01
"1,10,25,30,42,47",15,2009-01-01
"1,2,20,33,35,37",16,2009-01-07
"10,27,29,39,43,49",12,2009-01-07
"9,38,40,43,45,47",23,2009-01-13
"4,12,26,27,35,38",25,2009-01-13
"16,26,38,41,42,43",17,2009-01-19
"15,31,34,41,44,46",18,2009-01-19
"2,5,19,20,34,49",4,2009-01-25
"10,25,34,38,43,48",32,2009-01-25
"6,27,31,32,36,45",23,2009-01-31
"14,22,26,36,37,40",21,2009-01-31
"1,15,20,24,35,48",6,2009-02-06
"4,16,23,35,39,40",13,2009-02-06
"19,26,27,28,41,48",21,2009-02-12
"1,2,9,16,23,49",7,2009-02-12
"4,34,36,37,43,47",7,2009-02-18
"3,17,19,21,23,49",10,2009-02-18
"2,5,19,20,34,49",4,2009-02-24
"10,25,34,38,43,48",32,2009-02-24
"6,27,31,32,36,45",23,2009-03-02
"14,22,26,36,37,40",21,2009-03-02
"1,15,20,24,35,48",6,2009-03-08
"4,16,23,35,39,40",13,2009-03-08
"19,26,27,28,41,48",21,2009-03-14
"1,2,9,16,23,49",7,2009-03-14
"4,34,36,37,43,47",7,2009-03-20
"3,17,19,21,23,49",10,2009-03-20
"3,16,22,28,37,47",15,2009-03-26
"2,24,28,29,30,36",4,2009-03-26
"5,16,22,43,44,45",19,2009-04-01
"4,9,24,35,40,48",6,2009-04-01
"5,16,24,25,30,49",9,2009-04-07
"5,21,29,39,42,47",18,2009-04-07
"6,15,22,26,27,33",7,2009-04-13
"2,12,15,16,19,34",8,2009-04-13
"4,14,33,35,45,48",8,2009-04-19
"5,38,41,42,45,47",27,2009-04-19
"3,16,22,28,37,47",15,2009-04-25
"2,24,28,29,30,36",4,2009-04-25
"5,16,22,43,44,45",19,2009-05-01
"4,9,24,35,40,48",6,2009-05-01
"5,16,24,25,30,49",9,2009-05-07
"5,21,29,39,42,47",18,2009-05-07
"6,15,22,26,27,33",7,2009-05-13
"2,12,15,16,19,34",8,2009-05-13
"4,14,33,35,45,48",8,2009-05-19
"5,38,41,42,45,47",27,2009-05-19
"9,20,26,33,34,46",16,2009-05-25
"4,24,27,31,34,37",18,2009-05-25
"5,18,24,31,45,49",14,2009-05-31
"8,32,34,36,38,47",26,2009-05-31
"1,10,16,18,27,28",7,2009-06-06
"4,15,22,27,28,42",5,2009-06-06
"3,7,8,11,24,44",6,2009-06-12
"17,21,22,23,35,47",18,2009-06-12
"4,9,13,30,40,42",8,2009-06-18
"16,27,29,30,35,45",21,2009-06-18
"9,20,26,33,34,46",16,2009-06-24
"4,24,27,31,34,37",18,2009-06-24
"5,18,24,31,45,49",14,2009-06-30
"8,32,34,36,38,47",26,2009-06-30
"1,10,16,18,27,28",7,2009-07-06
"4,15,22,27,28,42",5,2009-07-06
"3,7,8,11,24,44",6,2009-07-12
"17,21,22,23,35,47",18,2009-07-12
"4,9,13,30,40,42",8,2009-07-18
"16,27,29,30,35,45",21,2009-07-18
"3,16,31,34,37,41",6,2009-07-24
"6,35,36,38,46,49",27,2009-07-24
"5,24,28,31,36,47",10,2009-07-30
"7,9,22,30,32,33",11,2009-07-30
"4,18,25,38,46,48",17,2009-08-05
"2,15,19,27,31,46",6,2009-08-05
"3,12,19,32,38,39",17,2009-08-11
"6,12,22,35,39,45",14,2009-08-11
"8,11,21,22,46,49",17,2009-08-17
"1,22,29,32,37,48",19,2009-08-17
"3,16,31,34,37,41",6,2009-08-23
"6,35,36,38,46,49",27,2009-08-23
"5,24,28,31,36,47",10,2009-08-29
"7,9,22,30,32,33",11,2009-08-29
"4,18,25,38,46,48",17,2009-09-04
"2,15,19,27,31,46",6,2009-09-04
"3,12,19,32,38,39",17,2009-09-10
"6,12,22,35,39,45",14,2009-09-10
"8,11,21,22,46,49",17,2009-09-16
"1,22,29,32,37,48",19,2009-09-16
"4,14,26,29,30,45",8,2009-09-22
"12,25,32,44,45,46",22,2009-09-22
"6,10,17,19,29,49",14,2009-09-28
"6,18,35,40,41,44",13,2009-09-28
"8,12,20,34,44,46",10,2009-10-04
"4,16,26,33,36,46",5,2009-10-04
"7,23,27,40,42,44",18,2009-10-10
"1,11,24,40,41,46",5,2009-10-10
"4,7,14,23,40,42",5,2009-10-16
"1,17,23,26,42,45",3,2009-10-16
"4,14,26,29,30,45",8,2009-10-22
"12,25,32,44,45,46",22,2009-10-22
"6,10,17,19,29,49",14,2009-10-28
"6,18,35,40,41,44",13,2009-10-28
"8,12,20,34,44,46",10,2009-11-03
"4,16,26,33,36,46",5,2009-11-03
"7,23,27,40,42,44",18,2009-11-09
"1,11,24,40,41,46",5,2009-11-09
"4,7,14,23,40,42",5,2009-11-15
"1,17,23,26,42,45",3,2009-11-15
"4,15,18,26,29,36",5,2009-11-21
"3,16,27,28,31,33",5,2009-11-21
"2,29,30,34,35,43",26,2009-11-27
"1,7,22,25,36,41",4,2009-11-27
"22,35,40,42,43,46",24,2009-12-03
"1,21,31,35,38,46",15,2009-12-03
"6,9,26,41,43,47",25,2009-12-09
"4,12,33,38,46,49",6,2009-12-09
"12,20,21,29,45,46",17,2009-12-15
"7,16,34,35,36,38",12,2009-12-15
"7,14,16,20,27,43",8,2009-12-21
"4,9,11,29,40,49",6,2009-12-21
"1,26,31,34,37,40",3,2009-12-27
"3,6,15,21,37,48",5,2009-12-27
"2,13,27,28,32,38",19,2010-01-02
"3,12,29,36,43,44",11,2010-01-02
"16,17,30,33,44,49",21,2010-01-08
"7,16,29,35,39,42",27,2010-01-08
"2,14,18,29,34,35",8,2010-01-14
"2,18,22,28,37,42",4,2010-01-14
"7,14,16,20,27,43",8,2010-01-20
"4,9,11,29,40,49",6,2010-01-20
"1,26,31,34,37,40",3,2010-01-26
"3,6,15,21,37,48",5,2010-01-26
"2,13,27,28,32,38",19,2010-02-01
"3,12,29,36,43,44",11,2010-02-01
"16,17,30,33,44,49",21,2010-02-07
"7,16,29,35,39,42",27,2010-02-07
"2,14,18,29,34,35",8,2010-02-13
"2,18,22,28,37,42",4,2010-02-13
"6,12,23,29,32,47",10,2010-02-19
"3,14,20,31,37,39",10,2010-02-19
"10,23,24,30,37,47",20,2010-02-25
"7,11,16,20,21,46",14,2010-02-25
"2,29,38,39,41,46",33,2010-03-03
"11,23,30,32,33,46",20,2010-03-03
"13,17,31,32,41,48",15,2010-03-09
"4,35,37,44,46,48",7,2010-03-09
"3,6,11,15,26,44",4,2010-03-15
"5,25,41,42,46,48",13,2010-03-15
"6,12,23,29,32,47",10,2010-03-21
"3,14,20,31,37,39",10,2010-03-21
"10,23,24,30,37,47",20,2010-03-27
"7,11,16,20,21,46",14,2010-03-27
"2,29,38,39,41,46",33,2010-04-02
"11,23,30,32,33,46",20,2010-04-02
"13,17,31,32,41,48",15,2010-04-08
"4,35,37,44,46,48",7,2010-04-08
"3,6,11,15,26,44",4,2010-04-14
"5,25,41,42,46,48",13,2010-04-14
"7,12,24,37,40,44",10,2010-04-20
"7,13,23,28,36,37",11,2010-04-20
"19,27,30,31,33,42",25,2010-04-26
"6,14,33,41,45,49",9,2010-04-26
"12,15,24,31,44,46",18,2010-05-02
"3,18,21,31,47,48",4,2010-05-02
"2,18,28,35,36,47",9,2010-05-08
"12,30,34,37,39,49",26,2010-05-08
"4,14,21,30,33,38",5,2010-05-14
"1,17,23,37,40,41",9,2010-05-14
"7,12,24,37,40,44",10,2010-05-20
"7,13,23,28,36,37",11,2010-05-20
"19,27,30,31,33,42",25,2010-05-26
"6,14,33,41,45,49",9,2010-05-26
"12,15,24,31,44,46",18,2010-06-01
"3,18,21,31,47,48",4,2010-06-01
"2,18,28,35,36,47",9,2010-06-07
"12,30,34,37,39,49",26,2010-06-07
"4,14,21,30,33,38",5,2010-06-13
"1,17,23,37,40,41",9,2010-06-13
"11,21,27,34,38,39",16,2010-06-19
"6,11,18,26,32,48",10,2010-06-19
"2,6,30,36,37,40",18,2010-06-25
"8,10,22,31,44,46",9,2010-06-25
"16,32,35,37,40,49",27,2010-07-01
"14,24,32,37,40,43",23,2010-07-01
"4,13,25,39,43,46",9,2010-07-07
"1,8,12,30,34,46",2,2010-07-07
"3,18,20,29,43,49",13,2010-07-13
"9,11,19,23,26,39",10,2010-07-13
"11,21,27,34,38,39",16,2010-07-19
"6,11,18,26,32,48",10,2010-07-19
"2,6,30,36,37,40",18,2010-07-25
"8,10,22,31,44,46",9,2010-07-25
"16,32,35,37,40,49",27,2010-07-31
"14,24,32,37,40,43",23,2010-07-31
"4,13,25,39,43,46",9,2010-08-06
"1,8,12,30,34,46",2,2010-08-06
"3,18,20,29,43,49",13,2010-08-12
"9,11,19,23,26,39",10,2010-08-12
"1,13,24,26,27,37",17,2010-08-18
"7,20,31,38,39,45",13,2010-08-18
"1,17,30,31,32,49",7,2010-08-24
"9,17,23,25,30,33",10,2010-08-24
"10,25,36,38,46,48",23,2010-08-30
"1,29,39,42,43,47",13,2010-08-30
"3,21,27,28,29,49",7,2010-09-05
"3,8,9,24,29,45",4,2010-09-05
"4,11,12,15,23,28",10,2010-09-11
"1,28,32,43,47,48",4,2010-09-11
"1,13,24,26,27,37",17,2010-09-17
"7,20,31,38,39,45",13,2010-09-17
"1,17,30,31,32,49",7,2010-09-23
"9,17,23,25,30,33",10,2010-09-23
"10,25,36,38,46,48",23,2010-09-29
"1,29,39,42,43,47",13,2010-09-29
"3,21,27,28,29,49",7,2010-10-05
"3,8,9,24,29,45",4,2010-10-05
"4,11,12,15,23,28",10,2010-10-11
"1,28,32,43,47,48",4,2010-10-11
"2,16,19,24,32,40",17,2010-10-17
"7,21,22,27,39,45",15,2010-10-17
"5,22,24,27,35,42",21,2010-10-23
"2,12,14,23,28,33",9,2010-10-23
"1,17,33,40,44,49",4,2010-10-29
"1,17,23,31,32,42",4,2010-10-29
"3,23,35,36,45,48",17,2010-11-04
"4,28,32,36,42,43",5,2010-11-04
"7,21,32,34,43,45",11,2010-11-10
"2,12,13,19,24,32",3,2010-11-10
"2,16,19,24,32,40",17,2010-11-16
"7,21,22,27,39,45",15,2010-11-16
"5,22,24,27,35,42",21,2010-11-22
"2,12,14,23,28,33",9,2010-11-22
"1,17,33,40,44,49",4,2010-11-28
"1,17,23,31,32,42",4,2010-11-28
"3,23,35,36,45,48",17,2010-12-04
"4,28,32,36,42,43",5,2010-12-04
"7,21,32,34,43,45",11,2010-12-10
"2,12,13,19,24,32",3,2010-12-10
"1,5,24,33,36,41",18,2010-12-16
"10,21,32,36,39,48",24,2010-12-16
"1,11,15,19,20,28",7,2010-12-22
"8,15,25,31,35,40",13,2010-12-22
"2,4,34,42,46,47",25,2010-12-28
"10,39,40,42,47,49",25,2010-12-28
"13,18,20,32,34,44",17,2011-01-03
"5,10,16,29,30,43",9,2011-01-03
"2,21,29,31,37,48",3,2011-01-09
"9,19,23,37,40,47",10,2011-01-09
"1,5,24,33,36,41",18,2011-01-15
"10,21,32,36,39,48",24,2011-01-15
"1,11,15,19,20,28",7,2011-01-21
"8,15,25,31,35,40",13,2011-01-21
"2,4,34,42,46,47",25,2011-01-27
"10,39,40,42,47,49",25,2011-01-27
"13,18,20,32,34,44",17,2011-02-02
"5,10,16,29,30,43",9,2011-02-02
"2,21,29,31,37,48",3,2011-02-08
"9,19,23,37,40,47",10,2011-02-08
"2,13,24,38,43,44",5,2011-02-14
"18,20,23,26,42,47",22,2011-02-14
"3,9,20,22,24,47",12,2011-02-20
"2,15,18,19,21,35",14,2011-02-20
"4,23,24,36,37,41",12,2011-02-26
"8,21,28,33,37,43",15,2011-02-26
"7,14,17,35,36,37",10,2011-03-04
"1,2,12,31,35,49",4,2011-03-04
"3,26,35,39,44,45",24,2011-03-10
"12,19,27,29,32,35",14,2011-03-10
"2,13,24,38,43,44",5,2011-03-16
"18,20,23,26,42,47",22,2011-03-16
"3,9,20,22,24,47",12,2011-03-22
"2,15,18,19,21,35",14,2011-03-22
"4,23,24,36,37,41",12,2011-03-28
"8,21,28,33,37,43",15,2011-03-28
"7,14,17,35,36,37",10,2011-04-03
"1,2,12,31,35,49",4,2011-04-03
"3,26,35,39,44,45",24,2011-04-09
"12,19,27,29,32,35",14,2011-04-09
"1,10,12,27,29,31",3,2011-04-15
"2,10,20,33,34,37",11,2011-04-15
"17,32,37,44,47,48",23,2011-04-21
"4,16,32,33,42,48",22,2011-04-21
"9,21,25,29,35,39",18,2011-04-27
"20,24,28,33,42,47",27,2011-04-27
"7,20,28,31,37,48",22,2011-05-03
"9,27,40,43,45,49",30,2011-05-03
"4,18,21,23,47,49",17,2011-05-09
"11,20,22,25,31,36",19,2011-05-09
"1,10,12,27,29,31",3,2011-05-15
"2,10,20,33,34,37",11,2011-05-15
"17,32,37,44,47,48",23,2011-05-21
"4,16,32,33,42,48",22,2011-05-21
"9,21,25,29,35,39",18,2011-05-27
"20,24,28,33,42,47",27,2011-05-27
"7,20,28,31,37,48",22,2011-06-02
"9,27,40,43,45,49",30,2011-06-02
"4,18,21,23,47,49",17,2011-06-08
"11,20,22,25,31,36",19,2011-06-08
"6,7,17,19,25,39",10,2011-06-14
"11,34,36,37,41,44",30,2011-06-14
"3,17,20,26,34,45",18,2011-06-20
"10,11,24,31,38,44",18,2011-06-20
"5,32,34,36,37,47",21,2011-06-26
"3,28,30,33,39,47",19,2011-06-26
"7,28,34,41,46,48",16,2011-07-02
"8,31,36,40,43,49",25,2011-07-02
"6,30,31,38,39,48",17,2011-07-08
"1,8,9,11,23,49",4,2011-07-08
"6,7,17,19,25,39",10,2011-07-14
"11,34,36,37,41,44",30,2011-07-14
"3,17,20,26,34,45",18,2011-07-20
"10,11,24,31,38,44",18,2011-07-20
"5,32,34,36,37,47",21,2011-07-26
"3,28,30,33,39,47",19,2011-07-26
"7,28,34,41,46,48",16,2011-08-01
"8,31,36,40,43,49",25,2011-08-01
"6,30,31,38,39,48",17,2011-08-07
"1,8,9,11,23,49",4,2011-08-07
"1,10,16,21,34,44",14,2011-08-13
"4,23,27,33,37,49",20,2011-08-13
"2,16,32,39,43,49",7,2011-08-19
"5,22,23,27,30,45",10,2011-08-19
"9,26,39,46,47,49",20,2011-08-25
"28,31,39,47,48,49",32,2011-08-25
"4,11,13,33,38,41",7,2011-08-31
"8,11,16,35,37,45",15,2011-08-31
"9,32,35,38,43,48",14,2011-09-06
"2,8,25,35,37,38",6,2011-09-06
"1,10,16,21,34,44",14,2011-09-12
"4,23,27,33,37,49",20,2011-09-12
"2,16,32,39,43,49",7,2011-09-18
"5,22,23,27,30,45",10,2011-09-18
"9,26,39,46,47,49",20,2011-09-24
"28,31,39,47,48,49",32,2011-09-24
"4,11,13,33,38,41",7,2011-09-30
"8,11,16,35,37,45",15,2011-09-30
"9,32,35,38,43,48",14,2011-10-06
"2,8,25,35,37,38",6,2011-10-06
"2,16,20,24,41,44",11,2011-10-12
"7,9,25,32,36,47",23,2011-10-12
"3,20,31,36,43,49",4,2011-10-18
"6,7,23,33,35,38",19,2011-10-18
"17,18,21,23,24,40",20,2011-10-24
"18,26,31,39,46,48",19,2011-10-24
"1,19,21,29,34,49",10,2011-10-30
"11,18,21,23,30,42",16,2011-10-30
"6,13,27,29,38,49",8,2011-11-05
"1,2,22,36,38,42",5,2011-11-05
"5,33,38,41,42,46",14,2011-11-11
"2,29,31,33,40,42",8,2011-11-11
"15,22,25,32,36,42",17,2011-11-17
"5,11,15,20,26,29",13,2011-11-17
"11,19,41,44,47,48",38,2011-11-23
"16,28,39,40,47,48",36,2011-11-23
"3,16,26,27,34,43",7,2011-11-29
"2,6,11,32,33,48",3,2011-11-29
"11,13,26,31,42,49",12,2011-12-05
"1,2,14,17,22,36",11,2011-12-05
"5,33,38,41,42,46",14,2011-12-11
"2,29,31,33,40,42",8,2011-12-11
"15,22,25,32,36,42",17,2011-12-17
"5,11,15,20,26,29",13,2011-12-17
"11,19,41,44,47,48",38,2011-12-23
"16,28,39,40,47,48",36,2011-12-23
"3,16,26,27,34,43",7,2011-12-29
"2,6,11,32,33,48",3,2011-12-29
"11,13,26,31,42,49",12,2012-01-04
"1,2,14,17,22,36",11,2012-01-04
"3,12,20,21,38,45",8,2012-01-10
"10,14,17,34,44,47",12,2012-01-10
"9,27,30,33,41,45",15,2012-01-16
"1,5,23,33,39,42",4,2012-01-16
"2,19,30,35,41,43",7,2012-01-22
"3,14,18,20,34,35",5,2012-01-22
"4,10,13,17,23,37",9,2012-01-28
"6,31,32,36,44,45",18,2012-01-28
"17,22,25,40,46,47",20,2012-02-03
"15,22,30,35,42,48",26,2012-02-03
"2,28,35,37,38,41",13,2012-02-09
"12,23,24,29,30,36",21,2012-02-09
"6,16,20,25,32,41",9,2012-02-15
"1,27,33,43,48,49",3,2012-02-15
"14,23,33,35,40,48",31,2012-02-21
"6,18,19,26,37,45",9,2012-02-21
"1,8,10,24,26,30",3,2012-02-27
"10,23,32,35,47,48",31,2012-02-27
"3,11,31,35,39,45",26,2012-03-04
"23,35,36,38,42,45",33,2012-03-04
"2,28,35,37,38,41",13,2012-03-10
"12,23,24,29,30,36",21,2012-03-10
"6,16,20,25,32,41",9,2012-03-16
"1,27,33,43,48,49",3,2012-03-16
"14,23,33,35,40,48",31,2012-03-22
"6,18,19,26,37,45",9,2012-03-22
"1,8,10,24,26,30",3,2012-03-28
"10,23,32,35,47,48",31,2012-03-28
"3,11,31,35,39,45",26,2012-04-03
"23,35,36,38,42,45",33,2012-04-03
"1,3,33,38,39,43",6,2012-04-09
"2,11,17,26,29,34",14,2012-04-09
"3,20,28,37,42,44",10,2012-04-15
"7,21,24,31,44,46",11,2012-04-15
"1,6,9,24,31,38",3,2012-04-21
"1,4,30,31,41,44",21,2012-04-21
"1,4,18,20,31,32",10,2012-04-27
"13,32,37,38,40,46",16,2012-04-27
"4,20,36,43,44,46",10,2012-05-03
"1,19,21,27,28,38",16,2012-05-03
"1,3,33,38,39,43",6,2012-05-09
"2,11,17,26,29,34",14,2012-05-09
"3,20,28,37,42,44",10,2012-05-15
"7,21,24,31,44,46",11,2012-05-15
"1,6,9,24,31,38",3,2012-05-21
"1,4,30,31,41,44",21,2012-05-21
"1,4,18,20,31,32",10,2012-05-27
"13,32,37,38,40,46",16,2012-05-27
"4,20,36,43,44,46",10,2012-06-02
"1,19,21,27,28,38",16,2012-06-02
"3,12,20,24,32,39",11,2012-06-08
"8,22,27,42,47,48",18,2012-06-08
"6,8,20,26,30,44",13,2012-06-14
"5,15,18,26,31,34",16,2012-06-14
"2,8,23,32,42,49",5,2012-06-20
"12,28,36,37,38,42",24,2012-06-20
"3,4,11,14,34,47",6,2012-06-26
"5,10,15,39,45,48",14,2012-06-26
"18,20,25,35,41,47",23,2012-07-02
"1,12,20,28,42,43",4,2012-07-02
"3,12,20,24,32,39",11,2012-07-08
"8,22,27,42,47,48",18,2012-07-08
"6,8,20,26,30,44",13,2012-07-14
"5,15,18,26,31,34",16,2012-07-14
"2,8,23,32,42,49",5,2012-07-20
"12,28,36,37,38,42",24,2012-07-20
"3,4,11,14,34,47",6,2012-07-26
"5,10,15,39,45,48",14,2012-07-26
"18,20,25,35,41,47",23,2012-08-01
"1,12,20,28,42,43",4,2012-08-01
"2,28,36,41,43,48",33,2012-08-07
"1,18,27,29,44,49",15,2012-08-07
"6,19,20,41,43,44",18,2012-08-13
"4,18,21,33,40,48",11,2012-08-13
"1,4,10,14,35,36",3,2012-08-19
"13,19,32,35,36,43",18,2012-08-19
"2,25,31,32,35,38",20,2012-08-25
"2,7,17,38,44,46",5,2012-08-25
"15,16,20,23,25,30",19,2012-08-31
"7,16,19,23,26,37",8,2012-08-31
