numbers,bonus_ball,date
"5,13,28,32,35,48",20,2033-06-07
"4,27,30,33,39,44",18,2033-06-10
"12,21,37,40,41,49",15,2033-06-13
"14,20,30,41,43,46",28,2033-06-16
"12,22,28,29,37,43",21,2033-06-19
"15,27,30,31,34,43",21,2033-06-22
"1,8,12,20,30,40",6,2033-06-25
"4,24,34,40,43,45",18,2033-06-28
"5,13,18,27,28,39",6,2033-07-01
"8,19,30,35,39,47",9,2033-07-04
"5,13,28,32,35,48",20,2033-07-07
"4,27,30,33,39,44",18,2033-07-10
"12,21,37,40,41,49",15,2033-07-13
"14,20,30,41,43,46",28,2033-07-16
"12,22,28,29,37,43",21,2033-07-19
"13,34,39,40,44,45",33,2033-07-22
"5,17,18,36,45,48",16,2033-07-25
"17,31,41,42,46,48",24,2033-07-28
"8,18,26,37,38,42",13,2033-07-31
"18,21,40,43,44,47",29,2033-08-03
"10,19,23,27,35,47",17,2033-08-06
"10,12,37,38,44,46",14,2033-08-09
"10,18,20,22,27,46",15,2033-08-12
"3,4,21,31,36,44",12,2033-08-15
"1,5,20,30,35,47",12,2033-08-18
"13,34,39,40,44,45",33,2033-08-21
"5,17,18,36,45,48",16,2033-08-24
"17,31,41,42,46,48",24,2033-08-27
"8,18,26,37,38,42",13,2033-08-30
"18,21,40,43,44,47",29,2033-09-02
"10,19,23,27,35,47",17,2033-09-05
"10,12,37,38,44,46",14,2033-09-08
"10,18,20,22,27,46",15,2033-09-11
"3,4,21,31,36,44",12,2033-09-14
"1,5,20,30,35,47",12,2033-09-17
"2,12,16,25,37,43",10,2033-09-20
"2,7,30,35,44,48",29,2033-09-23
"9,27,29,34,44,48",23,2033-09-26
"2,8,13,30,37,45",6,2033-09-29
"5,11,25,34,44,46",24,2033-10-02
"1,19,20,22,24,43",14,2033-10-05
"7,17,27,39,42,47",13,2033-10-08
"2,10,16,18,20,48",7,2033-10-11
"2,7,10,15,28,38",6,2033-10-14
"2,6,23,32,37,41",14,2033-10-17
"2,12,16,25,37,43",10,2033-10-20
"2,7,30,35,44,48",29,2033-10-23
"9,27,29,34,44,48",23,2033-10-26
"2,8,13,30,37,45",6,2033-10-29
"5,11,25,34,44,46",24,2033-11-01
"1,19,20,22,24,43",14,2033-11-04
"7,17,27,39,42,47",13,2033-11-07
"2,10,16,18,20,48",7,2033-11-10
"2,7,10,15,28,38",6,2033-11-13
"2,6,23,32,37,41",14,2033-11-16
"1,4,7,25,36,37",2,2033-11-19
"2,8,22,27,34,44",7,2033-11-22
"10,27,30,34,39,48",16,2033-11-25
"23,34,39,41,47,49",32,2033-11-28
"1,15,36,40,42,46",4,2033-12-01
"10,15,22,29,39,41",14,2033-12-04
"13,19,31,37,47,48",15,2033-12-07
"6,8,11,19,36,49",10,2033-12-10
"9,23,35,38,39,41",20,2033-12-13
"5,9,13,20,30,36",10,2033-12-16
"1,4,7,25,36,37",2,2033-12-19
"2,8,22,27,34,44",7,2033-12-22
"10,27,30,34,39,48",16,2033-12-25
"23,34,39,41,47,49",32,2033-12-28
"1,15,36,40,42,46",4,2033-12-31
"10,15,22,29,39,41",14,2034-01-03
"13,19,31,37,47,48",15,2034-01-06
"6,8,11,19,36,49",10,2034-01-09
"9,23,35,38,39,41",20,2034-01-12
"5,9,13,20,30,36",10,2034-01-15
"9,13,16,28,39,43",12,2034-01-18
"9,14,26,31,37,43",23,2034-01-21
"1,22,27,36,37,45",5,2034-01-24
"3,11,17,20,36,42",9,2034-01-27
"10,15,16,18,33,48",14,2034-01-30
"1,17,37,38,46,48",34,2034-02-02
"4,27,36,38,41,46",7,2034-02-05
"9,25,26,29,30,46",18,2034-02-08
"3,25,27,31,40,44",22,2034-02-11
"2,13,25,33,42,49",3,2034-02-14
"9,13,16,28,39,43",12,2034-02-17
"9,14,26,31,37,43",23,2034-02-20
"1,22,27,36,37,45",5,2034-02-23
"3,11,17,20,36,42",9,2034-02-26
"10,15,16,18,33,48",14,2034-03-01
"1,17,37,38,46,48",34,2034-03-04
"4,27,36,38,41,46",7,2034-03-07
"9,25,26,29,30,46",18,2034-03-10
"3,25,27,31,40,44",22,2034-03-13
"2,13,25,33,42,49",3,2034-03-16
"2,9,15,25,47,48",4,2034-03-19
"9,13,19,29,32,40",10,2034-03-22
"10,20,26,30,39,46",17,2034-03-25
"8,16,18,25,37,45",14,2034-03-28
"4,13,14,21,26,49",9,2034-03-31
"12,19,36,41,44,47",16,2034-04-03
"4,25,26,27,40,42",7,2034-04-06
"1,14,19,28,41,44",8,2034-04-09
"4,15,18,26,38,45",6,2034-04-12
"3,13,24,40,46,48",8,2034-04-15
"2,9,15,25,47,48",4,2034-04-18
"9,13,19,29,32,40",10,2034-04-21
"10,20,26,30,39,46",17,2034-04-24
"8,16,18,25,37,45",14,2034-04-27
"4,13,14,21,26,49",9,2034-04-30
"12,19,36,41,44,47",16,2034-05-03
"4,25,26,27,40,42",7,2034-05-06
"1,14,19,28,41,44",8,2034-05-09
"4,15,18,26,38,45",6,2034-05-12
"3,13,24,40,46,48",8,2034-05-15
"14,17,41,44,48,49",15,2034-05-18
"1,2,33,35,45,47",6,2034-05-21
"4,20,25,34,43,46",6,2034-05-24
"9,12,24,25,35,48",23,2034-05-27
"3,5,22,37,41,46",18,2034-05-30
"23,36,38,43,44,48",27,2034-06-02
"3,13,22,36,43,47",10,2034-06-05
"7,12,37,39,47,48",10,2034-06-08
"9,21,24,25,27,42",18,2034-06-11
"9,18,26,27,43,45",15,2034-06-14
"14,17,41,44,48,49",15,2034-06-17
"1,2,33,35,45,47",6,2034-06-20
"4,20,25,34,43,46",6,2034-06-23
"9,12,24,25,35,48",23,2034-06-26
"3,5,22,37,41,46",18,2034-06-29
"23,36,38,43,44,48",27,2034-07-02
"3,13,22,36,43,47",10,2034-07-05
"7,12,37,39,47,48",10,2034-07-08
"9,21,24,25,27,42",18,2034-07-11
"9,18,26,27,43,45",15,2034-07-14
"9,14,22,39,40,47",20,2034-07-17
"2,5,31,32,39,47",29,2034-07-20
"5,6,25,26,27,38",14,2034-07-23
"5,15,16,19,44,49",10,2034-07-26
"12,23,27,28,46,49",26,2034-07-29
"2,25,33,35,46,47",7,2034-08-01
"6,15,25,26,37,41",14,2034-08-04
"7,24,31,33,35,43",29,2034-08-07
"6,17,22,25,26,40",11,2034-08-10
"1,17,21,23,25,37",7,2034-08-13
"9,14,22,39,40,47",20,2034-08-16
"2,5,31,32,39,47",29,2034-08-19
"5,6,25,26,27,38",14,2034-08-22
"5,15,16,19,44,49",10,2034-08-25
"12,23,27,28,46,49",26,2034-08-28
"2,25,33,35,46,47",7,2034-08-31
"6,15,25,26,37,41",14,2034-09-03
"7,24,31,33,35,43",29,2034-09-06
"6,17,22,25,26,40",11,2034-09-09
"1,17,21,23,25,37",7,2034-09-12
"2,7,18,27,40,42",5,2034-09-15
"5,12,28,29,31,47",21,2034-09-18
"19,21,25,27,28,38",22,2034-09-21
"4,14,26,29,39,42",7,2034-09-24
"10,27,33,37,40,49",16,2034-09-27
"2,20,21,38,41,47",7,2034-09-30
"2,19,22,29,32,39",9,2034-10-03
"15,32,36,37,40,47",20,2034-10-06
"12,24,27,35,39,40",19,2034-10-09
"5,36,40,45,48,49",7,2034-10-12
"2,7,18,27,40,42",5,2034-10-15
"5,12,28,29,31,47",21,2034-10-18
"19,21,25,27,28,38",22,2034-10-21
"4,14,26,29,39,42",7,2034-10-24
"10,27,33,37,40,49",16,2034-10-27
"2,20,21,38,41,47",7,2034-10-30
"2,19,22,29,32,39",9,2034-11-02
"15,32,36,37,40,47",20,2034-11-05
"12,24,27,35,39,40",19,2034-11-08
"5,36,40,45,48,49",7,2034-11-11
"2,6,31,36,41,48",21,2034-11-14
"3,14,30,31,39,47",4,2034-11-17
"3,15,21,26,30,41",13,2034-11-20
"1,10,25,30,42,47",15,2034-11-23
"1,2,20,33,35,37",16,2034-11-26
"10,27,29,39,43,49",12,2034-11-29
"9,38,40,43,45,47",23,2034-12-02
"4,12,26,27,35,38",25,2034-12-05
"16,26,38,41,42,43",17,2034-12-08
"15,31,34,41,44,46",18,2034-12-11
"2,6,31,36,41,48",21,2034-12-14
"3,14,30,31,39,47",4,2034-12-17
"3,15,21,26,30,41",13,2034-12-20
"1,10,25,30,42,47",15,2034-12-23
"1,2,20,33,35,37",16,2034-12-26
"10,27,29,39,43,49",12,2034-12-29
"9,38,40,43,45,47",23,2035-01-01
"4,12,26,27,35,38",25,2035-01-04
"16,26,38,41,42,43",17,2035-01-07
"15,31,34,41,44,46",18,2035-01-10
"2,5,19,20,34,49",4,2035-01-13
"10,25,34,38,43,48",32,2035-01-16
"6,27,31,32,36,45",23,2035-01-19
"14,22,26,36,37,40",21,2035-01-22
"1,15,20,24,35,48",6,2035-01-25
"4,16,23,35,39,40",13,2035-01-28
"19,26,27,28,41,48",21,2035-01-31
"1,2,9,16,23,49",7,2035-02-03
"4,34,36,37,43,47",7,2035-02-06
"3,17,19,21,23,49",10,2035-02-09
"2,5,19,20,34,49",4,2035-02-12
"10,25,34,38,43,48",32,2035-02-15
"6,27,31,32,36,45",23,2035-02-18
"14,22,26,36,37,40",21,2035-02-21
"1,15,20,24,35,48",6,2035-02-24
"4,16,23,35,39,40",13,2035-02-27
"19,26,27,28,41,48",21,2035-03-02
"1,2,9,16,23,49",7,2035-03-05
"4,34,36,37,43,47",7,2035-03-08
"3,17,19,21,23,49",10,2035-03-11
"3,16,22,28,37,47",15,2035-03-14
"2,24,28,29,30,36",4,2035-03-17
"5,16,22,43,44,45",19,2035-03-20
"4,9,24,35,40,48",6,2035-03-23
"5,16,24,25,30,49",9,2035-03-26
"5,21,29,39,42,47",18,2035-03-29
"6,15,22,26,27,33",7,2035-04-01
"2,12,15,16,19,34",8,2035-04-04
"4,14,33,35,45,48",8,2035-04-07
"5,38,41,42,45,47",27,2035-04-10
"3,16,22,28,37,47",15,2035-04-13
"2,24,28,29,30,36",4,2035-04-16
"5,16,22,43,44,45",19,2035-04-19
"4,9,24,35,40,48",6,2035-04-22
"5,16,24,25,30,49",9,2035-04-25
"5,21,29,39,42,47",18,2035-04-28
"6,15,22,26,27,33",7,2035-05-01
"2,12,15,16,19,34",8,2035-05-04
"4,14,33,35,45,48",8,2035-05-07
"5,38,41,42,45,47",27,2035-05-10
"9,20,26,33,34,46",16,2035-05-13
"4,24,27,31,34,37",18,2035-05-16
"5,18,24,31,45,49",14,2035-05-19
"8,32,34,36,38,47",26,2035-05-22
"1,10,16,18,27,28",7,2035-05-25
"4,15,22,27,28,42",5,2035-05-28
"3,7,8,11,24,44",6,2035-05-31
"17,21,22,23,35,47",18,2035-06-03
"4,9,13,30,40,42",8,2035-06-06
"16,27,29,30,35,45",21,2035-06-09
"9,20,26,33,34,46",16,2035-06-12
"4,24,27,31,34,37",18,2035-06-15
"5,18,24,31,45,49",14,2035-06-18
"8,32,34,36,38,47",26,2035-06-21
"1,10,16,18,27,28",7,2035-06-24
"4,15,22,27,28,42",5,2035-06-27
"3,7,8,11,24,44",6,2035-06-30
"17,21,22,23,35,47",18,2035-07-03
"4,9,13,30,40,42",8,2035-07-06
"16,27,29,30,35,45",21,2035-07-09
"3,16,31,34,37,41",6,2035-07-12
"6,35,36,38,46,49",27,2035-07-15
"5,24,28,31,36,47",10,2035-07-18
"7,9,22,30,32,33",11,2035-07-21
"4,18,25,38,46,48",17,2035-07-24
"2,15,19,27,31,46",6,2035-07-27
"3,12,19,32,38,39",17,2035-07-30
"6,12,22,35,39,45",14,2035-08-02
"8,11,21,22,46,49",17,2035-08-05
"1,22,29,32,37,48",19,2035-08-08
"3,16,31,34,37,41",6,2035-08-11
"6,35,36,38,46,49",27,2035-08-14
"5,24,28,31,36,47",10,2035-08-17
"7,9,22,30,32,33",11,2035-08-20
"4,18,25,38,46,48",17,2035-08-23
"2,15,19,27,31,46",6,2035-08-26
"3,12,19,32,38,39",17,2035-08-29
"6,12,22,35,39,45",14,2035-09-01
"8,11,21,22,46,49",17,2035-09-04
"1,22,29,32,37,48",19,2035-09-07
"4,14,26,29,30,45",8,2035-09-10
"12,25,32,44,45,46",22,2035-09-13
"6,10,17,19,29,49",14,2035-09-16
"6,18,35,40,41,44",13,2035-09-19
"8,12,20,34,44,46",10,2035-09-22
"4,16,26,33,36,46",5,2035-09-25
"7,23,27,40,42,44",18,2035-09-28
"1,11,24,40,41,46",5,2035-10-01
"4,7,14,23,40,42",5,2035-10-04
"1,17,23,26,42,45",3,2035-10-07
"4,14,26,29,30,45",8,2035-10-10
"12,25,32,44,45,46",22,2035-10-13
"6,10,17,19,29,49",14,2035-10-16
"6,18,35,40,41,44",13,2035-10-19
"8,12,20,34,44,46",10,2035-10-22
"4,16,26,33,36,46",5,2035-10-25
"7,23,27,40,42,44",18,2035-10-28
"1,11,24,40,41,46",5,2035-10-31
"4,7,14,23,40,42",5,2035-11-03
"1,17,23,26,42,45",3,2035-11-06
"4,15,18,26,29,36",5,2035-11-09
"3,16,27,28,31,33",5,2035-11-12
"2,29,30,34,35,43",26,2035-11-15
"1,7,22,25,36,41",4,2035-11-18
"22,35,40,42,43,46",24,2035-11-21
"1,21,31,35,38,46",15,2035-11-24
"6,9,26,41,43,47",25,2035-11-27
"4,12,33,38,46,49",6,2035-11-30
"12,20,21,29,45,46",17,2035-12-03
"7,16,34,35,36,38",12,2035-12-06
"7,14,16,20,27,43",8,2035-12-09
"4,9,11,29,40,49",6,2035-12-12
"1,26,31,34,37,40",3,2035-12-15
"3,6,15,21,37,48",5,2035-12-18
"2,13,27,28,32,38",19,2035-12-21
"3,12,29,36,43,44",11,2035-12-24
"16,17,30,33,44,49",21,2035-12-27
"7,16,29,35,39,42",27,2035-12-30
"2,14,18,29,34,35",8,2036-01-02
"2,18,22,28,37,42",4,2036-01-05
"7,14,16,20,27,43",8,2036-01-08
"4,9,11,29,40,49",6,2036-01-11
"1,26,31,34,37,40",3,2036-01-14
"3,6,15,21,37,48",5,2036-01-17
"2,13,27,28,32,38",19,2036-01-20
"3,12,29,36,43,44",11,2036-01-23
"16,17,30,33,44,49",21,2036-01-26
"7,16,29,35,39,42",27,2036-01-29
"2,14,18,29,34,35",8,2036-02-01
"2,18,22,28,37,42",4,2036-02-04
"6,12,23,29,32,47",10,2036-02-07
"3,14,20,31,37,39",10,2036-02-10
"10,23,24,30,37,47",20,2036-02-13
"7,11,16,20,21,46",14,2036-02-16
"2,29,38,39,41,46",33,2036-02-19
"11,23,30,32,33,46",20,2036-02-22
"13,17,31,32,41,48",15,2036-02-25
"4,35,37,44,46,48",7,2036-02-28
"3,6,11,15,26,44",4,2036-03-02
"5,25,41,42,46,48",13,2036-03-05
"6,12,23,29,32,47",10,2036-03-08
"3,14,20,31,37,39",10,2036-03-11
"10,23,24,30,37,47",20,2036-03-14
"7,11,16,20,21,46",14,2036-03-17
"2,29,38,39,41,46",33,2036-03-20
"11,23,30,32,33,46",20,2036-03-23
"13,17,31,32,41,48",15,2036-03-26
"4,35,37,44,46,48",7,2036-03-29
"3,6,11,15,26,44",4,2036-04-01
"5,25,41,42,46,48",13,2036-04-04
"7,12,24,37,40,44",10,2036-04-07
"7,13,23,28,36,37",11,2036-04-10
"19,27,30,31,33,42",25,2036-04-13
"6,14,33,41,45,49",9,2036-04-16
"12,15,24,31,44,46",18,2036-04-19
"3,18,21,31,47,48",4,2036-04-22
"2,18,28,35,36,47",9,2036-04-25
"12,30,34,37,39,49",26,2036-04-28
"4,14,21,30,33,38",5,2036-05-01
"1,17,23,37,40,41",9,2036-05-04
"7,12,24,37,40,44",10,2036-05-07
"7,13,23,28,36,37",11,2036-05-10
"19,27,30,31,33,42",25,2036-05-13
"6,14,33,41,45,49",9,2036-05-16
"12,15,24,31,44,46",18,2036-05-19
"3,18,21,31,47,48",4,2036-05-22
"2,18,28,35,36,47",9,2036-05-25
"12,30,34,37,39,49",26,2036-05-28
"4,14,21,30,33,38",5,2036-05-31
"1,17,23,37,40,41",9,2036-06-03
"11,21,27,34,38,39",16,2036-06-06
"6,11,18,26,32,48",10,2036-06-09
"2,6,30,36,37,40",18,2036-06-12
"8,10,22,31,44,46",9,2036-06-15
"16,32,35,37,40,49",27,2036-06-18
"14,24,32,37,40,43",23,2036-06-21
"4,13,25,39,43,46",9,2036-06-24
"1,8,12,30,34,46",2,2036-06-27
"3,18,20,29,43,49",13,2036-06-30
"9,11,19,23,26,39",10,2036-07-03
"11,21,27,34,38,39",16,2036-07-06
"6,11,18,26,32,48",10,2036-07-09
"2,6,30,36,37,40",18,2036-07-12
"8,10,22,31,44,46",9,2036-07-15
"16,32,35,37,40,49",27,2036-07-18
"14,24,32,37,40,43",23,2036-07-21
"4,13,25,39,43,46",9,2036-07-24
"1,8,12,30,34,46",2,2036-07-27
"3,18,20,29,43,49",13,2036-07-30
"9,11,19,23,26,39",10,2036-08-02
"1,13,24,26,27,37",17,2036-08-05
"7,20,31,38,39,45",13,2036-08-08
"1,17,30,31,32,49",7,2036-08-11
"9,17,23,25,30,33",10,2036-08-14
"10,25,36,38,46,48",23,2036-08-17
"1,29,39,42,43,47",13,2036-08-20
"3,21,27,28,29,49",7,2036-08-23
"3,8,9,24,29,45",4,2036-08-26
"4,11,12,15,23,28",10,2036-08-29
"1,28,32,43,47,48",4,2036-09-01
"1,13,24,26,27,37",17,2036-09-04
"7,20,31,38,39,45",13,2036-09-07
"1,17,30,31,32,49",7,2036-09-10
"9,17,23,25,30,33",10,2036-09-13
"10,25,36,38,46,48",23,2036-09-16
"1,29,39,42,43,47",13,2036-09-19
"3,21,27,28,29,49",7,2036-09-22
"3,8,9,24,29,45",4,2036-09-25
"4,11,12,15,23,28",10,2036-09-28
"1,28,32,43,47,48",4,2036-10-01
"2,16,19,24,32,40",17,2036-10-04
"7,21,22,27,39,45",15,2036-10-07
"5,22,24,27,35,42",21,2036-10-10
"2,12,14,23,28,33",9,2036-10-13
"1,17,33,40,44,49",4,2036-10-16
"1,17,23,31,32,42",4,2036-10-19
"3,23,35,36,45,48",17,2036-10-22
"4,28,32,36,42,43",5,2036-10-25
"7,21,32,34,43,45",11,2036-10-28
"2,12,13,19,24,32",3,2036-10-31
"2,16,19,24,32,40",17,2036-11-03
"7,21,22,27,39,45",15,2036-11-06
"5,22,24,27,35,42",21,2036-11-09
"2,12,14,23,28,33",9,2036-11-12
"1,17,33,40,44,49",4,2036-11-15
"1,17,23,31,32,42",4,2036-11-18
"3,23,35,36,45,48",17,2036-11-21
"4,28,32,36,42,43",5,2036-11-24
"7,21,32,34,43,45",11,2036-11-27
"2,12,13,19,24,32",3,2036-11-30
"1,5,24,33,36,41",18,2036-12-03
"10,21,32,36,39,48",24,2036-12-06
"1,11,15,19,20,28",7,2036-12-09
"8,15,25,31,35,40",13,2036-12-12
"2,4,34,42,46,47",25,2036-12-15
"10,39,40,42,47,49",25,2036-12-18
"13,18,20,32,34,44",17,2036-12-21
"5,10,16,29,30,43",9,2036-12-24
"2,21,29,31,37,48",3,2036-12-27
"9,19,23,37,40,47",10,2036-12-30
"1,5,24,33,36,41",18,2037-01-02
"10,21,32,36,39,48",24,2037-01-05
"1,11,15,19,20,28",7,2037-01-08
"8,15,25,31,35,40",13,2037-01-11
"2,4,34,42,46,47",25,2037-01-14
"10,39,40,42,47,49",25,2037-01-17
"13,18,20,32,34,44",17,2037-01-20
"5,10,16,29,30,43",9,2037-01-23
"2,21,29,31,37,48",3,2037-01-26
"9,19,23,37,40,47",10,2037-01-29
"2,13,24,38,43,44",5,2037-02-01
"18,20,23,26,42,47",22,2037-02-04
"3,9,20,22,24,47",12,2037-02-07
"2,15,18,19,21,35",14,2037-02-10
"4,23,24,36,37,41",12,2037-02-13
"8,21,28,33,37,43",15,2037-02-16
"7,14,17,35,36,37",10,2037-02-19
"1,2,12,31,35,49",4,2037-02-22
"3,26,35,39,44,45",24,2037-02-25
"12,19,27,29,32,35",14,2037-02-28
"2,13,24,38,43,44",5,2037-03-03
"18,20,23,26,42,47",22,2037-03-06
"3,9,20,22,24,47",12,2037-03-09
"2,15,18,19,21,35",14,2037-03-12
"4,23,24,36,37,41",12,2037-03-15
"8,21,28,33,37,43",15,2037-03-18
"7,14,17,35,36,37",10,2037-03-21
"1,2,12,31,35,49",4,2037-03-24
"3,26,35,39,44,45",24,2037-03-27
"12,19,27,29,32,35",14,2037-03-30
"1,10,12,27,29,31",3,2037-04-02
"2,10,20,33,34,37",11,2037-04-05
"17,32,37,44,47,48",23,2037-04-08
"4,16,32,33,42,48",22,2037-04-11
"9,21,25,29,35,39",18,2037-04-14
"20,24,28,33,42,47",27,2037-04-17
"7,20,28,31,37,48",22,2037-04-20
"9,27,40,43,45,49",30,2037-04-23
"4,18,21,23,47,49",17,2037-04-26
"11,20,22,25,31,36",19,2037-04-29
"1,10,12,27,29,31",3,2037-05-02
"2,10,20,33,34,37",11,2037-05-05
"17,32,37,44,47,48",23,2037-05-08
"4,16,32,33,42,48",22,2037-05-11
"9,21,25,29,35,39",18,2037-05-14
"20,24,28,33,42,47",27,2037-05-17
"7,20,28,31,37,48",22,2037-05-20
"9,27,40,43,45,49",30,2037-05-23
"4,18,21,23,47,49",17,2037-05-26
"11,20,22,25,31,36",19,2037-05-29
"6,7,17,19,25,39",10,2037-06-01
"11,34,36,37,41,44",30,2037-06-04
"3,17,20,26,34,45",18,2037-06-07
"10,11,24,31,38,44",18,2037-06-10
"5,32,34,36,37,47",21,2037-06-13
"3,28,30,33,39,47",19,2037-06-16
"7,28,34,41,46,48",16,2037-06-19
"8,31,36,40,43,49",25,2037-06-22
"6,30,31,38,39,48",17,2037-06-25
"1,8,9,11,23,49",4,2037-06-28
"6,7,17,19,25,39",10,2037-07-01
"11,34,36,37,41,44",30,2037-07-04
"3,17,20,26,34,45",18,2037-07-07
"10,11,24,31,38,44",18,2037-07-10
"5,32,34,36,37,47",21,2037-07-13
"3,28,30,33,39,47",19,2037-07-16
"7,28,34,41,46,48",16,2037-07-19
"8,31,36,40,43,49",25,2037-07-22
"6,30,31,38,39,48",17,2037-07-25
"1,8,9,11,23,49",4,2037-07-28
"1,10,16,21,34,44",14,2037-07-31
"4,23,27,33,37,49",20,2037-08-03
"2,16,32,39,43,49",7,2037-08-06
"5,22,23,27,30,45",10,2037-08-09
"9,26,39,46,47,49",20,2037-08-12
"28,31,39,47,48,49",32,2037-08-15
"4,11,13,33,38,41",7,2037-08-18
"8,11,16,35,37,45",15,2037-08-21
"9,32,35,38,43,48",14,2037-08-24
"2,8,25,35,37,38",6,2037-08-27
"1,10,16,21,34,44",14,2037-08-30
"4,23,27,33,37,49",20,2037-09-02
"2,16,32,39,43,49",7,2037-09-05
"5,22,23,27,30,45",10,2037-09-08
"9,26,39,46,47,49",20,2037-09-11
"28,31,39,47,48,49",32,2037-09-14
"4,11,13,33,38,41",7,2037-09-17
"8,11,16,35,37,45",15,2037-09-20
"9,32,35,38,43,48",14,2037-09-23
"2,8,25,35,37,38",6,2037-09-26
"2,16,20,24,41,44",11,2037-09-29
"7,9,25,32,36,47",23,2037-10-02
"3,20,31,36,43,49",4,2037-10-05
"6,7,23,33,35,38",19,2037-10-08
"17,18,21,23,24,40",20,2037-10-11
"18,26,31,39,46,48",19,2037-10-14
"1,19,21,29,34,49",10,2037-10-17
"11,18,21,23,30,42",16,2037-10-20
"6,13,27,29,38,49",8,2037-10-23
"1,2,22,36,38,42",5,2037-10-26
"5,33,38,41,42,46",14,2037-10-29
"2,29,31,33,40,42",8,2037-11-01
"15,22,25,32,36,42",17,2037-11-04
"5,11,15,20,26,29",13,2037-11-07
"11,19,41,44,47,48",38,2037-11-10
"16,28,39,40,47,48",36,2037-11-13
"3,16,26,27,34,43",7,2037-11-16
"2,6,11,32,33,48",3,2037-11-19
"11,13,26,31,42,49",12,2037-11-22
"1,2,14,17,22,36",11,2037-11-25
"5,33,38,41,42,46",14,2037-11-28
"2,29,31,33,40,42",8,2037-12-01
"15,22,25,32,36,42",17,2037-12-04
"5,11,15,20,26,29",13,2037-12-07
"11,19,41,44,47,48",38,2037-12-10
"16,28,39,40,47,48",36,2037-12-13
"3,16,26,27,34,43",7,2037-12-16
"2,6,11,32,33,48",3,2037-12-19
"11,13,26,31,42,49",12,2037-12-22
"1,2,14,17,22,36",11,2037-12-25
"3,12,20,21,38,45",8,2037-12-28
"10,14,17,34,44,47",12,2037-12-31
"9,27,30,33,41,45",15,2038-01-03
"1,5,23,33,39,42",4,2038-01-06
"2,19,30,35,41,43",7,2038-01-09
"3,14,18,20,34,35",5,2038-01-12
"4,10,13,17,23,37",9,2038-01-15
"6,31,32,36,44,45",18,2038-01-18
"17,22,25,40,46,47",20,2038-01-21
"15,22,30,35,42,48",26,2038-01-24
"2,28,35,37,38,41",13,2038-01-27
"12,23,24,29,30,36",21,2038-01-30
"6,16,20,25,32,41",9,2038-02-02
"1,27,33,43,48,49",3,2038-02-05
"14,23,33,35,40,48",31,2038-02-08
"6,18,19,26,37,45",9,2038-02-11
"1,8,10,24,26,30",3,2038-02-14
"10,23,32,35,47,48",31,2038-02-17
"3,11,31,35,39,45",26,2038-02-20
"23,35,36,38,42,45",33,2038-02-23
"2,28,35,37,38,41",13,2038-02-26
"12,23,24,29,30,36",21,2038-03-01
"6,16,20,25,32,41",9,2038-03-04
"1,27,33,43,48,49",3,2038-03-07
"14,23,33,35,40,48",31,2038-03-10
"6,18,19,26,37,45",9,2038-03-13
"1,8,10,24,26,30",3,2038-03-16
"10,23,32,35,47,48",31,2038-03-19
"3,11,31,35,39,45",26,2038-03-22
"23,35,36,38,42,45",33,2038-03-25
"1,3,33,38,39,43",6,2038-03-28
"2,11,17,26,29,34",14,2038-03-31
"3,20,28,37,42,44",10,2038-04-03
"7,21,24,31,44,46",11,2038-04-06
"1,6,9,24,31,38",3,2038-04-09
"1,4,30,31,41,44",21,2038-04-12
"1,4,18,20,31,32",10,2038-04-15
"13,32,37,38,40,46",16,2038-04-18
"4,20,36,43,44,46",10,2038-04-21
"1,19,21,27,28,38",16,2038-04-24
"1,3,33,38,39,43",6,2038-04-27
"2,11,17,26,29,34",14,2038-04-30
"3,20,28,37,42,44",10,2038-05-03
"7,21,24,31,44,46",11,2038-05-06
"1,6,9,24,31,38",3,2038-05-09
"1,4,30,31,41,44",21,2038-05-12
"1,4,18,20,31,32",10,2038-05-15
"13,32,37,38,40,46",16,2038-05-18
"4,20,36,43,44,46",10,2038-05-21
"1,19,21,27,28,38",16,2038-05-24
"3,12,20,24,32,39",11,2038-05-27
"8,22,27,42,47,48",18,2038-05-30
"6,8,20,26,30,44",13,2038-06-02
"5,15,18,26,31,34",16,2038-06-05
"2,8,23,32,42,49",5,2038-06-08
"12,28,36,37,38,42",24,2038-06-11
"3,4,11,14,34,47",6,2038-06-14
"5,10,15,39,45,48",14,2038-06-17
"18,20,25,35,41,47",23,2038-06-20
"1,12,20,28,42,43",4,2038-06-23
"3,12,20,24,32,39",11,2038-06-26
"8,22,27,42,47,48",18,2038-06-29
"6,8,20,26,30,44",13,2038-07-02
"5,15,18,26,31,34",16,2038-07-05
"2,8,23,32,42,49",5,2038-07-08
"12,28,36,37,38,42",24,2038-07-11
"3,4,11,14,34,47",6,2038-07-14
"5,10,15,39,45,48",14,2038-07-17
"18,20,25,35,41,47",23,2038-07-20
"1,12,20,28,42,43",4,2038-07-23
"2,28,36,41,43,48",33,2038-07-26
"1,18,27,29,44,49",15,2038-07-29
"6,19,20,41,43,44",18,2038-08-01
"4,18,21,33,40,48",11,2038-08-04
"1,4,10,14,35,36",3,2038-08-07
"13,19,32,35,36,43",18,2038-08-10
"2,25,31,32,35,38",20,2038-08-13
"2,7,17,38,44,46",5,2038-08-16
"15,16,20,23,25,30",19,2038-08-19
"7,16,19,23,26,37",8,2038-08-22
